FName,LName,AreaCode,Phone,City,State,Zip,MaritalStatus,HasChild,Salary,Rate,SingleExemp,ChildExemp
Jovisa,Pappas, 808,159-1619,KALAHEO,HI,96741,S,Y,10500,2.9322367,1040,1040
Udo,Benassi, 808,116-1884,HONOLULU,HI,96818,M,Y,2500,1.4901316,0,1040
Milt,Hedlund, 678,106-1739,JERSEY,GA,30018,M,N,76500,6.0,0,0
Alf,Beninger, 251,160-1639,DE ARMANVILLE,AL,36257,S,N,75000,5.0,1500,0
Cathleen,Shijie, 605,166-1442,SIOUX FALLS,SD,57106,S,N,14500,0.0,0,0
Qiuhui,Grigsby, 402,144-1859,HEMINGFORD,NE,69348,M,Y,58000,6.84,0,103
Luerbio,Bux, 605,191-1572,SAINT CHARLES,SD,57571,S,N,9500,0.0,0,0
Adadeji,Rouch, 785,153-1166,HUTCHINSON,KS,67501,M,Y,97000,6.45,0,2250
Sugath,Wahab, 859,148-1039,BOWLING GREEN,KY,42104,M,Y,52500,4.75,0,20
Bodhisattwa,Capobianchi, 605,142-1828,BRITTON,SD,57430,M,N,73500,0.0,0,0
Haiko,Riel, 302,124-1094,BETHEL,DE,19931,S,Y,75500,5.95,110,110
Saman,Carrera, 228,187-1636,HOLLANDALE,MS,38748,S,Y,9000,4.6,6000,1500
Muhsen,Niccum, 361,192-1490,MIDWAY,TX,75852,M,N,79000,0.0,0,0
Domenick,Brennan, 601,145-2042,LAKE CORMORANT,MS,38641,S,Y,95500,5.0,6000,1500
Charlene,Benton, 802,193-1845,CHELSEA,VT,05038,S,Y,46500,3.9302647,3300,3300
Guan,Bocchetti, 937,123-1910,CHANDLERSVILLE,OH,43727,M,N,1000,0.712,0,0
Gernot,Spitz, 207,103-1517,CHARLESTON,ME,04422,S,Y,64500,8.5,2850,2850
Xiaokang,Kalamatianos, 219,148-1337,LAMAR,IN,47550,S,N,19000,3.4,1000,0
Hiroki,Saggurti, 240,150-1495,HAGERSTOWN,MD,21741,S,Y,10500,4.75,2400,2400
Jianjun,Zrehen, 716,199-1508,SCHENECTADY,NY,12304,M,N,22000,4.0810976,0,0
Ataru,Dusink, 775,108-1797,YERINGTON,NV,89447,M,Y,42500,0.0,0,0
Sachem,Hillyard, 870,194-1708,PRIM,AR,72130,M,N,32500,7.0,0,0
Mingzeng,Kmiec, 214,108-1196,HUTCHINS,TX,75141,S,N,84500,0.0,0,0
Zeydy,Vijayan, 410,181-1458,NEWBURG,MD,20664,S,Y,80000,4.75,2400,2400
Hiroki,Baucke, 920,195-1900,MILWAUKEE,WI,53207,M,Y,21500,4.819969,0,400
Zhigen,Scanlon, 505,178-2074,GRADY,NM,88120,M,N,90500,5.3,0,0
Supriyo,Press, 586,147-1294,SOUTHFIELD,MI,48037,M,Y,56000,3.9,0,3100
Upender,Porkaew, 480,109-1652,FLAGSTAFF,AZ,86001,M,Y,87500,4.07125,0,2300
Patrick,Tillich, 406,143-1701,PLAINS,MT,59859,S,N,7000,3.3905172,1900,0
Rajnish,Terwijn, 339,102-1389,SPENCER,MA,01562,S,Y,62500,5.3,3575,1000
Polina,Engberts, 571,192-1071,BROWNSBURG,VA,24415,S,N,35500,5.75,900,0
Lenny,Crvenkovic, 603,170-1278,LONDONDERRY,NH,03053,S,N,6500,0.0,0,0
Arjan,Duntsch, 206,188-1852,SEATTLE,WA,98109,M,N,5500,0.0,0,0
Xipeng,Blumenrohr, 551,125-1688,STEWARTSVILLE,NJ,08886,M,N,90500,2.5118437,0,0
Herbert,Soderlund, 501,134-1723,OZAN,AR,71855,M,Y,64500,7.0,0,20
Gholamali,Dishlieva, 505,115-1056,ALBUQUERQUE,NM,87197,M,N,24500,5.3,0,0
Qun,Groz, 870,145-1008,LITTLE ROCK,AR,72217,M,Y,86000,7.0,0,20
Azzam,Gursel, 907,190-1919,SAVOONGA,AK,99769,S,Y,40000,0.0,0,0
Gustaf,Sohoni, 405,147-1012,HITCHITA,OK,74438,S,N,44000,6.25,1000,0
Roslyn,Mansouri, 207,189-1690,ADDISON,ME,04606,M,N,32500,8.5,0,0
Fredy,Heering, 410,199-1392,LANHAM,MD,20703,S,N,69000,4.75,2400,0
Nadir,Clemencon, 321,100-1434,ORANGE CITY,FL,32763,M,Y,76000,0.0,0,0
Gennadi,Stredney, 970,105-1182,MONTE VISTA,CO,81144,S,Y,53000,4.63,0,0
Maroun,Holthofer, 248,166-2085,BAY CITY,MI,48708,S,N,70500,3.9,3100,0
Parker,Verspoor, 505,135-1424,MAGDALENA,NM,87825,S,Y,72000,5.3,3300,3300
Taomas,Miles, 808,130-1119,HAWI,HI,96719,S,Y,70500,8.25,1040,1040
Sahin,Rudin, 775,196-1645,LAS VEGAS,NV,89169,S,Y,89000,0.0,0,0
Jihong,Klingspor, 252,125-1568,GERTON,NC,28735,M,N,12000,6.0,0,0
Ernestine,Friedetzky, 803,110-1411,FOLLY BEACH,SC,29439,S,N,15000,7.0,3300,0
Emdad,Wirl, 606,181-2086,BEAVER,KY,41604,S,Y,100000,6.0,20,20
Chitoor,McSkimin, 808,112-1208,HONAUNAU,HI,96726,M,N,37000,7.7092104,0,0
Bharadwaj,Gerace, 435,126-1084,GUNNISON,UT,84634,M,Y,37000,7.0,0,2475
Navin,McKay, 907,163-1980,ANCHORAGE,AK,99520,S,Y,26500,0.0,0,0
Polle,Jonckers, 308,193-1060,OMAHA,NE,68152,M,N,80000,6.84,0,0
Juichi,Guoxing, 215,169-1959,MAHANOY PLANE,PA,17949,M,Y,79000,3.07,0,0
Ekawit,Etzl, 217,150-1501,CHICAGO,IL,60625,S,Y,98500,3.0,2000,2000
Deane,Demmer, 215,133-1463,EASTON,PA,18044,S,Y,43000,3.07,0,0
JiYoung,Wortmann, 651,102-1904,JACOBSON,MN,55752,M,N,4500,5.35,0,0
Rosario,Staab, 970,160-1332,ALLENSPARK,CO,80510,S,N,32500,4.63,0,0
Darko,Tripathi, 618,173-1785,GALENA,IL,61036,M,Y,79500,3.0,0,2000
Jerrell,Loyola, 503,121-1311,FOSSIL,OR,97830,S,Y,91000,9.0,159,159
Balanjaninath,Sekita, 801,173-1838,PROVO,UT,84603,M,Y,61500,7.0,0,2475
Mechthild,Nwachukwu, 702,150-1402,LAS VEGAS,NV,89103,M,N,73000,0.0,0,0
Henk,Pluym, 815,131-1075,POTOMAC,IL,61865,M,Y,90500,3.0,0,2000
Whay,Cavalloro, 803,189-1816,CHAPPELLS,SC,29037,M,N,14000,7.0,0,0
Guoliang,Rady, 808,193-1266,KEAAU,HI,96749,M,N,98500,8.25,0,0
Mouloud,Cun, 203,122-1448,NEW HAVEN,CT,06511,S,Y,88500,5.0,12750,0
Tricia,Matthew, 406,140-1092,BILLINGS,MT,59108,S,N,75000,6.9,1900,0
Friedrich,Cichocki, 870,174-1957,NORTH LITTLE ROCK,AR,72124,M,Y,22500,5.565794,0,20
Haiming,Csaba, 505,169-1426,HURLEY,NM,88043,M,N,89000,5.3,0,0
Elgin,Sidje, 860,126-1888,GLASTONBURY,CT,06033,S,N,98500,5.0,12750,0
Franklin,Dulay, 540,164-1755,RICHMOND,VA,23261,S,Y,48500,5.75,900,900
Goodwin,Kogure, 208,146-2068,ELK CITY,ID,83525,S,N,59500,7.8,3300,0
Ziyad,Ushiama, 775,141-1670,FERNLEY,NV,89408,S,N,16500,0.0,0,0
Weiwu,Piola, 910,166-1641,OAKBORO,NC,28129,M,N,90500,7.631119,0,0
Qun,McNichols, 574,117-1951,EVANSVILLE,IN,47744,S,Y,65000,3.4,1000,1000
Kentaru,Lipson, 202,197-2008,WASHINGTON,DC,20016,M,Y,500,4.5,0,1370
Imara,Wiegley, 857,163-1785,GRANVILLE,MA,01034,M,N,65500,5.3,0,0
Issam,Philipose, 770,159-1942,AUGUSTA,GA,30999,S,N,47500,6.0,2700,0
Rudy,Schuchardt, 618,130-2053,BRISTOL,IL,60512,S,N,92500,3.0,2000,0
Zhongde,Woest, 623,153-1420,POMERENE,AZ,85627,M,Y,52500,3.52875,0,2300
Yinan,Dutra, 304,184-1791,MCMECHEN,WV,26040,S,N,30500,4.435,2000,0
Kyoichi,Tchernykh, 505,199-1464,MCINTOSH,NM,87032,S,N,49000,5.3,3300,0
Nikfar,Brooks, 208,171-2041,BOISE,ID,83729,S,Y,92500,7.8,3300,3300
Aleksandar,Sadowski, 505,130-1998,LINDRITH,NM,87029,M,Y,42500,5.3,0,3300
Nasr,Leela, 303,137-1408,ESTES PARK,CO,80517,M,Y,5500,4.63,0,0
Patricio,Harrang, 907,117-1045,PRUDHOE BAY,AK,99734,M,Y,13500,0.0,0,0
Mitesh,Nojiri, 720,120-1915,PUEBLO,CO,81007,S,Y,4000,4.63,0,0
Mariette,Martella, 682,197-1274,LEWISVILLE,TX,75077,M,N,95000,0.0,0,0
Anontonio,Guting, 214,191-2081,KILGORE,TX,75663,S,Y,19000,0.0,0,0
Manoochehr,Chatterji, 724,109-1479,MOUNT PLEASANT MILLS,PA,17853,M,Y,1500,3.07,0,0
Anoosh,Klefstad, 307,120-1151,CHEYENNE,WY,82006,M,N,44000,0.0,0,0
Usha,Sagayama, 603,116-1591,ORFORD,NH,03777,S,Y,2000,0.0,0,0
Khosrow,Raczkowsky, 443,189-1846,ROCKVILLE,MD,20848,M,N,11500,4.75,0,0
Sonya,Snelling, 775,139-2099,ROUND MOUNTAIN,NV,89045,S,N,62000,0.0,0,0
Lauri,Musinski, 781,178-1450,BOSTON,MA,02295,S,Y,95000,5.3,3575,1000
Arunas,Birrer, 208,156-1437,BOISE,ID,83712,M,Y,77000,7.8,0,3300
Gerhard,Christmansson, 978,158-1487,HINGHAM,MA,02044,S,Y,34500,5.3,3575,1000
Valdiodio,Sawyers, 301,173-1759,WITTMAN,MD,21676,M,N,62500,4.75,0,0
Rami,Wansing, 979,140-1234,IRVING,TX,75063,S,Y,47500,0.0,0,0
Shaowen,Almaini, 360,118-1111,SNOQUALMIE PASS,WA,98068,M,Y,13500,0.0,0,0
Clare,Inenaga, 720,113-1784,GRAND JUNCTION,CO,81503,M,Y,51000,4.63,0,0
Aron,Cromarty, 301,168-1071,BEL ALTON,MD,20611,M,Y,10000,4.75,0,2400
Muguel,Bert, 606,159-1528,RHODELIA,KY,40161,S,Y,35000,3.7777777,20,20
Nagui,Yoccoz, 405,149-1806,MOUNDS,OK,74047,M,Y,24000,6.25,0,1000
Yde,Bahnasawi, 620,171-1643,COLBY,KS,67701,M,N,50500,6.45,0,0
Rivka,Neurohr, 701,163-1989,HAMPDEN,ND,58338,S,Y,49500,2.3295264,3300,3300
Kit,Fontet, 804,180-1933,NORFOLK,VA,23508,M,Y,30000,5.75,0,900
Reimer,Piel, 504,134-1110,PINE GROVE,LA,70453,M,N,14000,2.48,0,0
Jaime,Kornyak, 801,194-1500,OGDEN,UT,84201,S,N,18000,7.0,2475,0
Boon,Gradenigo, 605,129-1650,IDEAL,SD,57541,M,Y,1500,0.0,0,0
Sanko,Eilertsen, 208,146-1241,MALTA,ID,83342,M,Y,60000,7.8,0,3300
Vagan,Hanata, 808,144-1864,HONOLULU,HI,96822,S,N,52500,8.25,1040,0
Mohammed,Hooman, 240,190-1374,ODENTON,MD,21113,S,Y,13000,4.75,2400,2400
Ajei,Kasriel, 360,104-1493,LITTLEROCK,WA,98556,M,Y,7500,0.0,0,0
Mayer,Mekaouche, 848,186-2000,MULLICA HILL,NJ,08062,S,Y,45000,1.7942708,1000,1500
Trung,Noortwijk, 410,185-1437,BALTIMORE,MD,21288,M,Y,51000,4.75,0,2400
Vidyadhar,Apsitis, 939,160-1248,SAN JUAN,PR,00922,M,Y,45000,0.0,0,0
Beomsup,Breunig, 802,163-1907,NORTH MONTPELIER,VT,05666,M,N,13000,3.6,0,0
Kwangho,Bratsberg, 603,192-1673,NEW CASTLE,NH,03854,S,N,3500,0.0,0,0
Kouchi,Gottlieb, 708,197-2096,NEW BOSTON,IL,61272,M,Y,32000,3.0,0,2000
Bjorn,Meszaros, 857,139-1041,WEST SPRINGFIELD,MA,01089,S,Y,46000,5.3,3575,1000
Shinobu,Singh, 276,131-1929,ALEXANDRIA,VA,22308,M,Y,83500,5.75,0,900
Elin,Gold, 808,104-1517,KEKAHA,HI,96752,M,Y,43500,8.25,0,1040
Mimi,Bracha, 304,168-2092,DAVIN,WV,25617,M,Y,24000,3.98,0,2000
Abdelilah,Bashkow, 219,109-2072,FERDINAND,IN,47532,S,N,11000,3.4,1000,0
Delbert,Ritzmann, 848,113-1790,NEW BRUNSWICK,NJ,08901,S,Y,91500,2.5276146,1000,1500
Shiby,Raftery, 920,108-1162,MADISON,WI,53794,M,N,79000,5.81904,0,0
Kiyomitsu,Rettelbach, 732,166-1815,MARLTON,NJ,08053,M,Y,18000,1.4,0,1500
Richards,Anderssen, 907,195-1165,NAPAKIAK,AK,99634,M,N,56500,0.0,0,0
Hanoch,Gentile, 203,190-1346,NORTH WESTCHESTER,CT,06474,M,Y,32500,5.0,0,0
Shukichi,Semmens, 765,106-1937,SAINT BERNICE,IN,47875,S,N,31000,3.4,1000,0
Jiwen,Dearden, 313,133-2033,LANSING,MI,48910,M,N,64500,3.9,0,0
Sonal,Gulik, 919,125-1769,TRENTON,NC,28585,M,N,73000,7.263986,0,0
Jereon,Rothe, 404,120-1982,ANDERSONVILLE,GA,31711,M,N,68500,6.0,0,0
Mathematics,Stifter, 859,143-1123,GRETHEL,KY,41631,S,Y,65500,5.4722223,20,20
Archita,Straubing, 972,164-1164,AUSTIN,TX,78744,S,Y,41500,0.0,0,0
Quingming,Kreuer, 505,102-1143,SANTA CRUZ,NM,87567,S,N,83500,5.3,3300,0
Marshal,Angele, 719,109-1039,LOMA,CO,81524,M,N,16000,4.63,0,0
Marija,Feber, 401,105-1501,BARRINGTON,RI,02806,M,Y,15500,0.0,0,0
Jianying,Varney, 203,123-1995,NORTH GROSVENORDALE,CT,06255,M,Y,86000,5.0,0,0
Hyongmuk,Beauvieux, 219,175-1701,KENTLAND,IN,47951,S,Y,97000,3.4,1000,1000
Jill,Nabli, 860,142-2002,WOODBRIDGE,CT,06525,S,Y,48000,5.0,12750,0
Oksana,Heckmann, 901,106-1722,HILHAM,TN,38568,S,Y,12500,0.0,0,0
Hyunsoo,Trammell, 209,137-1530,LARKSPUR,CA,94939,S,N,37500,8.361121,87,0
Mir,Bothner, 605,194-1175,RUTLAND,SD,57057,S,N,47500,0.0,0,0
Tamer,Merlo, 440,128-1847,TOLEDO,OH,43656,M,N,59500,2.5211205,0,0
Mutsunori,Kushnir, 860,178-1484,EAST KILLINGLY,CT,06243,S,N,12500,5.0,12750,0
Bobby,Atluri, 208,164-1952,MIDVALE,ID,83645,S,Y,21000,7.2322607,3300,3300
Stefano,Khayat, 207,155-2084,AUBURN,ME,04211,M,N,76000,8.5,0,0
Sture,Meitner, 571,113-1056,SPEEDWELL,VA,24374,S,N,57000,5.75,900,0
Ferdi,Pragasky, 276,146-1952,NEWPORT NEWS,VA,23602,M,N,44000,5.75,0,0
Setsuko,Salvadori, 228,122-1196,BIG CREEK,MS,38914,S,N,64500,5.0,6000,0
Janjao,Eustace, 606,105-2081,LEXINGTON,KY,40582,S,N,2500,2.0,20,0
Mirela,Swab, 802,183-1515,WAITSFIELD,VT,05673,M,N,51000,4.0197945,0,0
Henry,Bachem, 401,149-1516,CRANSTON,RI,02910,S,Y,72500,0.0,0,0
Krichnakumar,Fauth, 609,115-1597,PATERSON,NJ,07524,M,N,4500,1.4,0,0
Haodong,Kerntopf, 864,113-1200,LANCASTER,SC,29722,M,N,1000,2.5,0,0
Alejandro,Hamblen, 435,148-1631,ESCALANTE,UT,84726,M,Y,41500,7.0,0,2475
Meike,Coupe, 505,189-1751,CLAYTON,NM,88415,M,Y,82000,5.3,0,3300
Sheldon,Warwick, 212,107-1982,BERGEN,NY,14416,M,N,92500,4.489482,0,0
Limin,Nador, 507,146-2045,OAK ISLAND,MN,56741,S,N,54500,7.1637673,3300,0
Keerthi,McLellan, 240,122-1867,BALTIMORE,MD,21284,S,Y,83000,4.75,2400,2400
Siri,Reddy, 608,161-1639,NEOSHO,WI,53059,M,N,55500,5.410724,0,0
Zhiliang,Cuatto, 315,104-1201,MIDDLE GROVE,NY,12850,M,Y,47000,4.2259145,0,1000
Terrence,Blelloch, 239,170-1834,FORT LAUDERDALE,FL,33306,S,Y,28000,0.0,0,0
Avneesh,Birke, 937,105-1393,PICKERINGTON,OH,43147,M,Y,89000,3.500369,0,1300
Belen,Louri, 939,113-1522,CIDRA,PR,00739,S,Y,72000,0.0,0,0
Sieu,Lamping, 202,145-1673,WASHINGTON,DC,20413,S,N,56500,9.0,1370,0
Gavriela,Serot, 307,161-1814,BASIN,WY,82410,M,N,76000,0.0,0,0
Mirka,Schaffter, 319,193-1635,MALVERN,IA,51551,S,Y,42000,6.6479673,40,40
Hongbin,Ivanova, 443,199-1055,NANTICOKE,MD,21840,S,Y,88000,4.75,2400,2400
Raino,Koshors, 320,185-1327,MINNEAPOLIS,MN,55444,M,N,10500,5.35,0,0
Taiichi,Reutov, 318,199-1034,SALINE,LA,71070,M,N,27000,6.0,0,0
Czeslaw,Tabah, 732,170-1742,RIVERTON,NJ,08076,S,Y,29000,1.5419375,1000,1500
Arif,Monkewich, 203,151-1785,STAMFORD,CT,06925,M,Y,2000,3.0,0,0
Divine,Brull, 571,160-1525,BUFFALO JUNCTION,VA,24529,M,Y,11500,4.276786,0,900
Yacov,Hagmann, 865,139-1134,GREENEVILLE,TN,37745,M,Y,17000,0.0,0,0
Kalina,Acklen, 787,194-1886,GUAYNABO,PR,00971,S,N,93000,0.0,0,0
Vlatka,Whitely, 314,199-1476,POLO,MO,64671,S,Y,20500,6.0,2100,1200
Krste,Halliwell, 386,141-1928,ANTHONY,FL,32617,S,Y,89500,0.0,0,0
Femke,Westarp, 603,197-1350,TROY,NH,03465,M,N,56000,0.0,0,0
Pedro,Capalbo, 706,177-1800,LAWRENCEVILLE,GA,30042,M,Y,29500,6.0,0,3000
Takeomi,Bennet, 430,103-1650,RUSK,TX,75785,S,N,55500,0.0,0,0
Judea,Parfitt, 406,151-1300,BIG ARM,MT,59910,S,N,72500,6.9,1900,0
Tuong,Reith, 513,147-1884,LOWER SALEM,OH,45745,S,N,73000,2.9692512,1300,0
Theodosios,Mossack, 719,168-1196,WETMORE,CO,81253,M,N,100000,4.63,0,0
Irene,Berqvist, 302,104-1239,DAGSBORO,DE,19939,M,Y,77500,5.95,0,110
Kirstie,Milanese, 505,181-1386,LAMY,NM,87540,M,Y,19000,5.3,0,3300
Idris,Conte, 351,114-1116,EAST SANDWICH,MA,02537,M,N,18000,5.3,0,0
Jianjian,Broker, 801,170-1055,FOUNTAIN GREEN,UT,84632,M,N,46500,7.0,0,0
Joann,Egerstedt, 603,189-2012,DOVER,NH,03821,S,Y,100000,0.0,0,0
Marija,Olenski, 860,164-1061,CHESTER,CT,06412,M,N,48000,5.0,0,0
Liane,Ballinger, 980,140-1765,MCCUTCHEON FIELD,NC,28545,S,Y,67000,7.138112,3300,3300
Epaminondas,Tzvieli, 260,159-1675,CAMBRIDGE CITY,IN,47327,M,N,24000,3.4,0,0
Tessa,Wissmann, 318,115-1403,ROSEDALE,LA,70772,M,Y,69000,6.0,0,1000
Anne,Gallivan, 540,195-1751,QUINBY,VA,23423,S,Y,51000,5.75,900,900
Glyn,Chitson, 878,166-1364,HAMLIN,PA,18427,M,N,500,3.07,0,0
Kazumi,Angiulli, 309,112-1141,HENNEPIN,IL,61327,M,Y,22500,3.0,0,2000
Wafik,Gutleber, 307,120-1834,GARRETT,WY,82058,M,Y,99500,0.0,0,0
Kaname,Carrive, 718,190-1111,SILVER LAKE,NY,14549,M,Y,78000,4.405488,0,1000
Ayellet,Farrel, 351,180-1695,SPRINGFIELD,MA,01102,S,Y,23500,5.3,3575,1000
Waleed,Baowen, 406,129-1163,FROID,MT,59226,S,Y,46500,6.9,1900,1900
Cong,Bars, 947,108-1931,JONESVILLE,MI,49250,M,N,41500,3.9,0,0
Zary,Llewellyn, 302,129-1218,WILMINGTON,DE,19892,S,N,97500,5.95,110,0
Mirjam,Demizu, 830,126-1904,BRIDGE CITY,TX,77611,S,N,64500,0.0,0,0
Sasikumar,Benedek, 870,120-1531,STATE UNIVERSITY,AR,72467,S,N,59000,7.0,20,0
Gertrude,Wohn, 507,120-1916,TWIN LAKES,MN,56089,M,N,26500,5.669637,0,0
Valery,Fauth, 907,120-1520,SAND POINT,AK,99661,M,N,4500,0.0,0,0
Haruko,Zfira, 360,147-1891,WAUCONDA,WA,98859,S,N,45000,0.0,0,0
Yukiyoshi,Muhammad, 920,114-1493,POY SIPPI,WI,54967,S,N,28500,4.941595,700,0
Esen,Jeris, 702,120-1405,HENDERSON,NV,89012,S,Y,93500,0.0,0,0
Peretz,Dempsey, 971,169-2027,NETARTS,OR,97143,S,Y,31500,9.0,159,159
HweeBong,Vidal, 508,182-1833,STONEHAM,MA,02180,M,N,49000,5.3,0,0
Deekap,Mistrik, 801,111-1510,PINE VALLEY,UT,84781,M,N,79000,7.0,0,0
Jonghyun,Sinthupinyo, 425,138-1245,CURLEW,WA,99118,M,Y,87000,0.0,0,0
Shaunak,Puterman, 715,177-1556,BROOKLYN,WI,53521,S,N,3000,4.6,700,0
Gay,Tarr, 763,197-1913,FAIRMONT,MN,56031,M,N,26000,5.6429563,0,0
Zhenyu,Vutukuru, 757,192-1283,GOOCHLAND,VA,23063,S,Y,77500,5.75,900,900
Taizan,Ying, 202,139-1144,PARCEL RETURN SERVICE,DC,56944,M,Y,90000,9.0,0,1370
Rimon,Rodham, 580,197-1419,PURCELL,OK,73080,S,N,95000,6.25,1000,0
Lek,Bergen, 843,183-1880,BLACKSTOCK,SC,29014,M,Y,94000,7.0,0,3300
Barbee,Yezerski, 503,182-1834,ALBANY,OR,97322,S,N,32000,9.0,159,0
Sandrine,Redmiles, 971,114-1832,DUNDEE,OR,97115,S,Y,92500,9.0,159,159
Ranald,Vines, 931,178-1265,LEWISBURG,TN,37091,S,Y,80500,0.0,0,0
Younwoo,Laitinen, 308,178-1324,OMAHA,NE,68155,S,Y,19000,5.50805,103,103
Viktoria,Schoning, 401,163-1538,PROVIDENCE,RI,02918,M,N,11500,0.0,0,0
Ytha,Yarnikh, 573,197-1652,SAINT LOUIS,MO,63133,M,N,99000,6.0,0,0
Gote,Rayne, 870,160-1407,BLUFFTON,AR,72827,S,Y,61000,7.0,20,20
Huanxu,McKinney, 256,154-2036,FRUITDALE,AL,36539,S,Y,7000,5.0,1500,300
Vit,Regli, 260,121-2037,INDIANAPOLIS,IN,46242,M,Y,42500,3.4,0,1000
Seonghun,Lindenbaum, 505,123-1690,GLORIETA,NM,87535,M,Y,55500,5.3,0,3300
Kyuchul,Rosenbohm, 302,159-1119,NEW CASTLE,DE,19720,S,Y,74000,5.95,110,110
Corinna,Retz, 559,123-1294,SAN BERNARDINO,CA,92413,S,N,99000,9.3,87,0
Tsukasa,Wijshoff, 208,147-1252,KELLOGG,ID,83837,M,N,23500,7.8,0,0
Zubin,Higashi, 435,107-2016,CISCO,UT,84515,S,N,59000,7.0,2475,0
Peyyun,Grivas, 928,176-1167,LUKACHUKAI,AZ,86507,M,Y,24000,3.087,0,2300
Kalappa,Maciel, 571,128-1196,ALEXANDRIA,VA,22304,M,Y,3000,2.0,0,900
Wenbo,Korelc, 406,154-1782,HELENA,MT,59626,S,Y,70000,6.9,1900,1900
Xiaoye,Leffler, 301,165-1934,WASHINGTON GROVE,MD,20880,M,N,21500,4.75,0,0
Rosalyn,Harmelen, 208,114-1763,ATOMIC CITY,ID,83215,S,N,48500,7.8,3300,0
Saurabh,Golichowski, 701,172-1281,MINTO,ND,58261,M,N,59000,2.439653,0,0
Shinko,Ormicki, 304,136-1872,ROWLESBURG,WV,26425,S,Y,36000,4.8199997,2000,2000
Guttorm,Grignetti, 412,161-1164,PITTSBURGH,PA,15230,S,N,1000,3.07,0,0
Eginhard,Swiler, 626,119-1631,INDIAN WELLS,CA,92210,S,N,51500,9.3,87,0
Sevki,Pitteway, 870,177-1432,WABASH,AR,72389,M,Y,61000,7.0,0,20
Terri,Bahk, 617,116-1348,SOUTH DARTMOUTH,MA,02748,M,N,97500,5.3,0,0
Christa,Gool, 541,148-1888,ALVADORE,OR,97409,S,Y,57500,9.0,159,159
Toshiharu,Malevsky, 939,183-1352,SAN JUAN,PR,00901,M,Y,8500,0.0,0,0
Serafin,Purdin, 801,117-1575,LAPOINT,UT,84039,S,Y,14500,7.0,2475,2475
Lezanne,Pistor, 419,149-1877,HAMILTON,OH,45013,M,N,64500,2.687095,0,0
Haodong,Kusakabe, 302,121-1720,HARTLY,DE,19953,M,Y,9000,2.4727273,0,110
Hironao,Yagiura, 787,138-2079,SAN JUAN,PR,00910,S,Y,16500,0.0,0,0
German,Isbell, 443,181-1225,CLEMENTS,MD,20624,S,N,82000,4.75,2400,0
Ruurd,Hilgefort, 505,115-1232,ALBUQUERQUE,NM,87153,M,N,41500,5.3,0,0
Buenaventura,Hershey, 574,149-1992,SPRINGVILLE,IN,47462,M,Y,37500,3.4,0,1000
Ekawit,Lomnicki, 971,120-1132,NORTH PLAINS,OR,97133,M,N,83500,9.0,0,0
Matk,Meeson, 319,143-1161,DYSART,IA,52224,S,Y,83000,8.98,40,40
Cirano,Kalamatianos, 802,119-1577,SHELDON,VT,05483,M,N,91000,4.815613,0,0
Aantony,Kabuka, 914,181-1265,LEWIS,NY,12950,S,Y,17500,4.0550303,0,1000
Lijing,Fitschen, 843,109-1713,UNION,SC,29379,M,N,97500,7.0,0,0
Dechang,Hopcroft, 803,156-1254,LA FRANCE,SC,29656,M,Y,20500,7.0,0,3300
Iko,Blinzer, 360,149-1961,ROCK ISLAND,WA,98850,M,N,97500,0.0,0,0
Viviane,Langlais, 623,185-1988,SCOTTSDALE,AZ,85267,S,N,72000,3.8309999,2100,0
Ghassan,Oettinger, 518,189-1038,ANDOVER,NY,14806,M,N,26000,4.104268,0,0
Dongsu,Brackx, 256,191-1949,BESSEMER,AL,35023,S,N,73000,5.0,1500,0
Sahrah,Parveen, 228,178-1026,LAWRENCE,MS,39336,S,N,79500,5.0,6000,0
Adly,Lanzl, 775,156-1634,DAYTON,NV,89403,M,N,61000,0.0,0,0
Finn,Kusakari, 802,112-1832,COLCHESTER,VT,05439,S,Y,30500,3.6119373,3300,3300
Kuzuko,Mastrobuoni, 863,131-1913,LAKE WORTH,FL,33462,M,Y,58500,0.0,0,0
Heonshik,Prabhakar, 603,144-1720,HEBRON,NH,03241,S,Y,51500,0.0,0,0
Yde,Pradelles, 307,167-1945,OSAGE,WY,82723,S,N,68000,0.0,0,0
Marjo,Broek, 409,195-1297,BRYAN,TX,77805,M,N,26500,0.0,0,0
Jingyu,Hatcher, 973,103-1763,JERSEY CITY,NJ,07309,M,Y,10500,1.4,0,1500
Bohuslav,Haverkamp, 860,126-1602,STERLING,CT,06377,M,Y,12500,5.0,0,0
Tatsuie,Dattasharma, 229,180-1416,MACON,GA,31297,M,Y,30000,6.0,0,3000
Cyrille,Bisseret, 781,112-1826,BUCKLAND,MA,01338,S,Y,23000,5.3,3575,1000
Vladan,Daya, 205,132-1707,CRAGFORD,AL,36255,S,N,51000,5.0,1500,0
Aharon,Pordesch, 703,197-1121,SPRINGFIELD,VA,22153,M,N,5000,2.5357144,0,0
Tilo,Vogler, 939,168-1517,BAYAMON,PR,00957,S,N,67000,0.0,0,0
Andras,Edler, 952,104-1414,HENRIETTE,MN,55036,M,N,79500,7.85,0,0
Hilan,Ramsey, 307,182-1599,TEN SLEEP,WY,82442,M,N,20500,0.0,0,0
Brigitte,Luca, 229,135-1775,MACON,GA,31211,M,N,9000,6.0,0,0
